date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:25:45	27437/27437	---MCZ	200	added ('OK')	application/javascript	etag:W/%22d1151dd22f322f53b3ad8ecb711107ed%22	https://edumon-nextjs.vercel.app/_next/static/chunks/app/page-7807df1d305123fe.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/app/page-7807df1d305123fe.js	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:45	146483/146483	---M--	200	added ('OK')	image/jpeg	etag:%22e8f2539bb9d736e8e27003ecc575d8cb%22	https://edumon-nextjs.vercel.app/assets/img/courses/3.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/courses/3.jpg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:46	132547/132547	---M--	200	added ('OK')	image/jpeg	etag:%22e008d0b6ae09d789420aac8da4a10419%22	https://edumon-nextjs.vercel.app/assets/img/courses/4.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/courses/4.jpg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:46	42509/42509	---M--	200	added ('OK')	image/png	etag:%22a9a0ecef9b9f46bc2e77877117e7063f%22	https://edumon-nextjs.vercel.app/assets/img/instructor/1.png	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/instructor/1.png	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:47	43085/43085	---M--	200	added ('OK')	image/png	etag:%22937c5ae2f69cc9a3efefb94ab6564f0a%22	https://edumon-nextjs.vercel.app/assets/img/instructor/2.png	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/instructor/2.png	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:47	44621/44621	---M--	200	added ('OK')	image/png	etag:%22dc3d6123c62606a5f362e1866a711de9%22	https://edumon-nextjs.vercel.app/assets/img/instructor/3.png	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/instructor/3.png	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:48	38994/38994	---M--	200	added ('OK')	image/png	etag:%2286f6acf968ae8330abe1ce61329ea093%22	https://edumon-nextjs.vercel.app/assets/img/instructor/4.png	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/instructor/4.png	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:49	593087/593087	---M--	200	added ('OK')	image/png	etag:%225fd5c01db321ac9c217395a14d5a622f%22	https://edumon-nextjs.vercel.app/assets/img/bg/video.png	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/bg/video.png	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:49	20175/20175	---M--	200	added ('OK')	image/jpeg	etag:%222ae003c3977ced967cb3707c059cfb39%22	https://edumon-nextjs.vercel.app/assets/img/review/3.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/review/3.jpg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:49	17790/17790	---M--	200	added ('OK')	image/jpeg	etag:%22c904cd89c27de7b9ca068b74cd14a744%22	https://edumon-nextjs.vercel.app/assets/img/review/2.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/review/2.jpg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:50	10122/10122	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22458f6a8499696b2b6aa91fa4969919c5%22	https://edumon-nextjs.vercel.app/assets/img/partners/1.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/partners/1.svg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:50	4266/4266	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2273be5e340aec3570d0b4230ad55a71e9%22	https://edumon-nextjs.vercel.app/assets/img/partners/2.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/partners/2.svg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:51	6032/6032	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22551c1533e796a4453ee7f55c780147b7%22	https://edumon-nextjs.vercel.app/assets/img/partners/3.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/partners/3.svg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:51	8510/8510	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228fd86626db459c7336521e9306317e44%22	https://edumon-nextjs.vercel.app/assets/img/partners/4.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/partners/4.svg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:52	5239/5239	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2200055217b3764dbfbaaf8f52a7569810%22	https://edumon-nextjs.vercel.app/assets/img/partners/5.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/partners/5.svg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:53	126098/126098	---M--	200	added ('OK')	image/jpeg	etag:%2204d289ce39200f6fe3655a65105b9e9e%22	https://edumon-nextjs.vercel.app/assets/img/blog/1.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/blog/1.jpg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:53	145980/145980	---M--	200	added ('OK')	image/jpeg	etag:%222fa71b418d74996e7ffdc0d526c1284b%22	https://edumon-nextjs.vercel.app/assets/img/blog/2.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/blog/2.jpg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:54	124022/124022	---M--	200	added ('OK')	image/jpeg	etag:%224e40096726109acd335ce907f5a4be9e%22	https://edumon-nextjs.vercel.app/assets/img/blog/3.jpg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/blog/3.jpg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:54	6585/6585	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22cc24eca44cee93828a3d88a43fb62249%22	https://edumon-nextjs.vercel.app/assets/img/footer-logo.svg	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/footer-logo.svg	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:54	25931/25931	---MCZ	200	added ('OK')	image/x-icon	etag:W/%22502d8f3897136c19ae2e0a285d393a1b%22	https://edumon-nextjs.vercel.app/favicon.ico	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/favicon.ico	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:56	112594/112594	---MCZ	200	added ('OK')	application/javascript	etag:W/%22846118c33b2c0e922d7b3a7676f81f6f%22	https://edumon-nextjs.vercel.app/_next/static/chunks/polyfills-42372ed130431b0a.js	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/chunks/polyfills-42372ed130431b0a.js	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:56	255752/255752	---MCZ	200	added ('OK')	text/html	etag:W/%22e0b9fe5e7eca63c2785250dcc07dd7b7%22	https://edumon-nextjs.vercel.app/	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/index.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:25:58	261359/261359	---MCZ	200	added ('OK')	text/html	etag:W/%223a05628cf3335fb5129807d31fa0d1e0%22	https://edumon-nextjs.vercel.app/home-2	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/home-2.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:00	504367/504367	---MCZ	200	added ('OK')	text/html	etag:W/%22d4ea47e3edc9b4fdad4010ea01a513a3%22	https://edumon-nextjs.vercel.app/courses	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/courses.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:01	499273/499273	---MCZ	200	added ('OK')	text/html	etag:W/%22c729a8e392e006cf42cc4e5575d64d89%22	https://edumon-nextjs.vercel.app/courses-2	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/courses-2.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:03	500708/500708	---MCZ	200	added ('OK')	text/html	etag:W/%22a5857f98c5cf71be70b4bb5ff9108321%22	https://edumon-nextjs.vercel.app/course-details	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/course-details.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:04	495097/495097	---MCZ	200	added ('OK')	text/html	etag:W/%223bc1fc9e4576c8dc425e9f6222aadafa%22	https://edumon-nextjs.vercel.app/grid-blog	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/grid-blog.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:05	488831/488831	---MCZ	200	added ('OK')	text/html	etag:W/%229a5646755bc5060efd29487fef539a31%22	https://edumon-nextjs.vercel.app/standard-blog	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/standard-blog.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:07	491178/491178	---MCZ	200	added ('OK')	text/html	etag:W/%2200a816d8a685fc68afab9ebdc792ec98%22	https://edumon-nextjs.vercel.app/blog-details	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/blog-details.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:08	497827/497827	---MCZ	200	added ('OK')	text/html	etag:W/%22572149b1ee9a310c85f14999092877c7%22	https://edumon-nextjs.vercel.app/cart	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/cart.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:09	491489/491489	---MCZ	200	added ('OK')	text/html	etag:W/%2283eb9d6d001cb5daec618e5dfc0f644c%22	https://edumon-nextjs.vercel.app/checkout	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/checkout.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:11	487752/487752	---MCZ	200	added ('OK')	text/html	etag:W/%22adfd2101b67884380ae8799a6061681b%22	https://edumon-nextjs.vercel.app/login	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/login.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:13	488235/488235	---MCZ	200	added ('OK')	text/html	etag:W/%22b46fbca11781e673581676463375191a%22	https://edumon-nextjs.vercel.app/register	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/register.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:15	571246/571246	---MCZ	200	added ('OK')	text/html	etag:W/%22dba158992d9127db9509910b04e5f69a%22	https://edumon-nextjs.vercel.app/about	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/about.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:16	505281/505281	---MCZ	200	added ('OK')	text/html	etag:W/%22e50d84f080a7cf5dace2e5b4e339179e%22	https://edumon-nextjs.vercel.app/instructors	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/instructors.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:17	486480/486480	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Aug%202025%2015:56:16%20GMT	https://edumon-nextjs.vercel.app/erorr	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/erorr.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:18	488257/488257	---MCZ	200	added ('OK')	text/html	etag:W/%2217e92f4ad368934a1456c318a3a33705%22	https://edumon-nextjs.vercel.app/contact	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/contact.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:19	486536/486536	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Aug%202025%2015:56:19%20GMT	https://edumon-nextjs.vercel.app/course-details.html	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/course-details-2.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:20	486496/486496	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Aug%202025%2015:56:20%20GMT	https://edumon-nextjs.vercel.app/cart.html	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/cart-2.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:21	486512/486512	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Aug%202025%2015:56:21%20GMT	https://edumon-nextjs.vercel.app/checkout.html	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/checkout-2.html	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:22	115680/115680	---M--	200	added ('OK')	font/woff2	etag:%22aab73283f839e775f9ac86d642983653%22	https://edumon-nextjs.vercel.app/_next/static/media/boxicons.043adf59.woff2	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/boxicons.043adf59.woff2	(from https://edumon-nextjs.vercel.app/_next/static/css/52de1ae6d3f573f2.css)
21:26:22	419/419	---M--	200	added ('OK')	image/png	etag:%22e0f33f5f0303d2e70dfe94153dc8dc5c%22	https://edumon-nextjs.vercel.app/_next/static/media/back.a7c50790.png	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/back.a7c50790.png	(from https://edumon-nextjs.vercel.app/_next/static/css/52de1ae6d3f573f2.css)
21:26:23	1122977/1122977	---M--	200	added ('OK')	image/png	etag:%22182c41b08e562a16acf776b951b6f576%22	https://edumon-nextjs.vercel.app/assets/img/bg/working.png	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/assets/img/bg/working.png	(from https://edumon-nextjs.vercel.app/?storefront=envato-elements)
21:26:23	156260/156260	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22a38ca9f0501109549cb659c1fe9ade65%22	https://edumon-nextjs.vercel.app/_next/static/media/la-brands-400.48e89963.eot	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-brands-400.48e89963.eot	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
21:26:24	156260/156260	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22a38ca9f0501109549cb659c1fe9ade65%22	https://edumon-nextjs.vercel.app/_next/static/media/la-brands-400.48e89963.eot?	C:/My%20Web%20Sites/edutech/edumon-nextjs.vercel.app/_next/static/media/la-brands-400.48e89963d41d.eot	(from https://edumon-nextjs.vercel.app/_next/static/css/40e2063ffc9166b8.css)
